Marca temporal,Verificación,Actualmente:,"Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [normalmente me las arreglo de una manera u otra]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [me siento orgulloso de las cosas que he logrado]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [en general, me tomo las cosas con calma]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy una persona con una adecuada autoestima]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [siento que puedo manejar muchas situaciones a la vez]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy resuelto y decidido]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [no me asusta sufrir dificultades porque ya las he sufrido en el pasado]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy una persona disciplinada]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [pongo interés en las cosas]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [puedo encontrar, generalmente, algo sobre lo que reirme]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [la seguridad en mi mismo me ayuda en los momentos dificiles]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [en una emergencia, soy alguien en quien la gente puede confiar]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [mi vida tiene sentido]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [cuando estoy en una situación dificil, por lo general puedo encontrar una salida]",Género:,Edad (en números):,¿A qué facultad perteneces?,PUNTAJE
25/11/2025 13:58:06,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,1,1,1,3,3,4,2,4,4,1,5,1,3,Mujer,20,Ciencias Humanas,39
25/11/2025 14:00:57,He leído y acepto participar voluntariamente en este estudio,Estudio,4,4,5,3,4,2,3,2,3,4,3,5,2,4,Mujer,22,Ciencias Humanas,48
25/11/2025 14:03:10,He leído y acepto participar voluntariamente en este estudio,Estudio,6,6,4,7,6,6,6,3,6,7,7,7,7,7,Hombre,23,Ciencias Humanas,85
25/11/2025 14:06:15,He leído y acepto participar voluntariamente en este estudio,Estudio,5,7,5,6,4,5,6,5,6,7,7,7,3,5,Mujer,20,Artes,78
25/11/2025 14:09:36,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,6,2,6,5,5,3,4,4,6,6,7,4,6,Mujer,22,Ciencias Humanas,71
25/11/2025 14:13:04,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,2,1,1,1,1,7,4,3,6,7,1,1,5,No binario,22,Ciencias Humanas,46
25/11/2025 14:22:51,He leído y acepto participar voluntariamente en este estudio,Estudio,5,4,5,5,5,6,5,6,5,6,5,6,5,6,Mujer,18,Ciencias,74
25/11/2025 14:27:53,He leído y acepto participar voluntariamente en este estudio,Estudio,6,6,5,7,5,7,5,6,6,5,7,5,7,4,Hombre,20,Ciencias Agrarias,81
25/11/2025 14:30:34,He leído y acepto participar voluntariamente en este estudio,Estudio,5,6,2,1,3,4,6,6,7,6,5,5,4,4,Hombre,19,Ciencias Humanas,64
25/11/2025 14:34:46,He leído y acepto participar voluntariamente en este estudio,Estudio,6,7,5,6,6,4,4,7,6,4,4,6,7,7,Mujer,19,Medicin Veterinaria y zootecnia,79
25/11/2025 14:35:30,He leído y acepto participar voluntariamente en este estudio,Estudio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Hombre,19,Medicin Veterinaria y zootecnia,98
25/11/2025 14:37:26,He leído y acepto participar voluntariamente en este estudio,Estudio,7,7,4,4,4,5,7,7,7,7,7,5,7,7,Mujer,18,Medicin Veterinaria y zootecnia,85
25/11/2025 14:39:00,He leído y acepto participar voluntariamente en este estudio,Estudio,6,6,4,5,5,4,5,4,4,5,5,5,5,5,Hombre,19,Medicin Veterinaria y zootecnia,68
25/11/2025 14:41:20,He leído y acepto participar voluntariamente en este estudio,Estudio,6,7,7,7,7,7,7,1,7,7,7,7,7,7,Hombre,19,Medicin Veterinaria y zootecnia,91
25/11/2025 14:43:58,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,5,7,6,7,7,7,4,7,7,7,7,5,7,Hombre,25,Ingenieria,90
25/11/2025 14:45:35,He leído y acepto participar voluntariamente en este estudio,Estudio,7,4,3,3,3,3,3,2,3,5,3,4,4,5,Mujer,21,Artes,52
25/11/2025 14:47:48,He leído y acepto participar voluntariamente en este estudio,Estudio,5,6,5,6,4,4,3,2,5,7,5,6,5,5,Hombre,23,Ingenieria,68
25/11/2025 15:15:48,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,6,5,3,5,6,6,5,6,6,5,7,5,6,Mujer,22,Ciencias Humanas,77
25/11/2025 15:16:10,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,4,2,1,2,2,2,5,6,4,3,7,4,5,Mujer,27,Ingenieria,54
25/11/2025 16:20:18,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,7,7,6,7,3,6,7,7,7,6,7,7,Hombre,21,Ingenieria,91
25/11/2025 19:20:45,He leído y acepto participar voluntariamente en este estudio,Estudio,5,4,4,1,4,2,2,3,5,6,3,7,5,4,Mujer,22,Ciencias Humanas,55
26/11/2025 8:36:44,He leído y acepto participar voluntariamente en este estudio,Estudio,7,7,5,7,5,6,2,6,6,7,6,5,7,6,Hombre,21,Ciencias Humanas,82
26/11/2025 14:24:57,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,7,7,7,7,7,6,5,6,7,7,7,7,7,Hombre,27,Medicina,93
27/11/2025 8:45:42,He leído y acepto participar voluntariamente en este estudio,Estudio,1,7,4,1,2,2,3,6,7,7,2,6,3,3,Hombre,23,Ciencias Humanas,54
27/11/2025 8:53:30,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,5,4,5,3,2,5,2,4,4,6,2,6,5,6,Mujer,30,Ciencias Humanas,59
27/11/2025 10:26:51,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,3,6,4,5,5,4,6,7,6,7,6,6,Mujer,21,Ciencias Humanas,79
27/11/2025 10:29:57,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,5,4,3,5,5,6,3,6,7,5,4,3,4,Hombre,20,"Derecho, Ciencias politicas",66
27/11/2025 10:30:00,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,2,3,2,3,4,7,6,6,6,6,4,2,6,4,Mujer,22,Ciencias Humanas,61
27/11/2025 10:31:33,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,7,7,7,7,7,2,6,7,7,6,5,4,Hombre,26,Ingenieria,86
27/11/2025 10:39:22,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,5,6,4,4,5,4,4,5,6,5,5,5,7,6,Hombre,29,Ciencias Humanas,71
27/11/2025 10:42:02,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,4,4,4,4,4,3,4,3,4,4,4,3,4,4,Hombre,32,Medicin Veterinaria y zootecnia,53
27/11/2025 12:12:21,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,7,6,5,3,4,5,5,5,6,6,6,1,7,Hombre,31,"Derecho, Ciencias politicas",72
27/11/2025 12:42:00,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,4,7,5,7,7,5,1,4,7,7,7,5,7,Hombre,27,Ciencias Humanas,80
2/12/2025 12:06:33,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,6,3,3,4,3,4,1,4,2,2,3,4,2,Mujer,22,Ciencias Humanas,47
2/12/2025 12:44:51,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Hombre,30,Ciencias Humanas,98
2/12/2025 12:47:17,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hombre,33,Ciencias,56
2/12/2025 12:50:56,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,7,7,7,7,5,7,7,5,7,7,7,7,Hombre,38,Ingenieria,94
